,description,file,id,len,name,label
2746,"NZ_AJTN02000001.1 Bacillus psychrosaccharolyticus ATCC 23296 Contig1, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000305495.1_BacPsy2.0_genomic.fna,NZ_AJTN02000001.1,46478,NZ_AJTN02000001.1,Bacillus psychrosaccharolyticus
2747,"NZ_AODJ01000001.1 Listeria weihenstephanensis FSL R9-0317 c1, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000001.1,154030,NZ_AODJ01000001.1,Listeria weihenstephanensis
2748,"NZ_AODJ01000002.1 Listeria weihenstephanensis FSL R9-0317 c2, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000002.1,149476,NZ_AODJ01000002.1,Listeria weihenstephanensis
2749,"NZ_AODJ01000003.1 Listeria weihenstephanensis FSL R9-0317 c3, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000003.1,150533,NZ_AODJ01000003.1,Listeria weihenstephanensis
2750,"NZ_AODJ01000004.1 Listeria weihenstephanensis FSL R9-0317 c4, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000004.1,104150,NZ_AODJ01000004.1,Listeria weihenstephanensis
2751,"NZ_AODJ01000005.1 Listeria weihenstephanensis FSL R9-0317 c5, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000005.1,114635,NZ_AODJ01000005.1,Listeria weihenstephanensis
2752,"NZ_AODJ01000006.1 Listeria weihenstephanensis FSL R9-0317 c6, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000006.1,58121,NZ_AODJ01000006.1,Listeria weihenstephanensis
2753,"NZ_AODJ01000007.1 Listeria weihenstephanensis FSL R9-0317 c7, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000007.1,47312,NZ_AODJ01000007.1,Listeria weihenstephanensis
2754,"NZ_AODJ01000008.1 Listeria weihenstephanensis FSL R9-0317 c8, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000008.1,95182,NZ_AODJ01000008.1,Listeria weihenstephanensis
2755,"NZ_AODJ01000009.1 Listeria weihenstephanensis FSL R9-0317 c9, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000009.1,35836,NZ_AODJ01000009.1,Listeria weihenstephanensis
2756,"NZ_AODJ01000010.1 Listeria weihenstephanensis FSL R9-0317 c10, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000010.1,97421,NZ_AODJ01000010.1,Listeria weihenstephanensis
2757,"NZ_AODJ01000011.1 Listeria weihenstephanensis FSL R9-0317 c11, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000011.1,49959,NZ_AODJ01000011.1,Listeria weihenstephanensis
2758,"NZ_AODJ01000012.1 Listeria weihenstephanensis FSL R9-0317 c12, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000012.1,68856,NZ_AODJ01000012.1,Listeria weihenstephanensis
2759,"NZ_AODJ01000013.1 Listeria weihenstephanensis FSL R9-0317 c13, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000013.1,87319,NZ_AODJ01000013.1,Listeria weihenstephanensis
2760,"NZ_AODJ01000014.1 Listeria weihenstephanensis FSL R9-0317 c14, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000014.1,93754,NZ_AODJ01000014.1,Listeria weihenstephanensis
2761,"NZ_AODJ01000015.1 Listeria weihenstephanensis FSL R9-0317 c15, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000015.1,67237,NZ_AODJ01000015.1,Listeria weihenstephanensis
2762,"NZ_AODJ01000016.1 Listeria weihenstephanensis FSL R9-0317 c16, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000016.1,129171,NZ_AODJ01000016.1,Listeria weihenstephanensis
2763,"NZ_AODJ01000017.1 Listeria weihenstephanensis FSL R9-0317 c17, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000017.1,18176,NZ_AODJ01000017.1,Listeria weihenstephanensis
2764,"NZ_AODJ01000018.1 Listeria weihenstephanensis FSL R9-0317 c18, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000018.1,50880,NZ_AODJ01000018.1,Listeria weihenstephanensis
2765,"NZ_AODJ01000019.1 Listeria weihenstephanensis FSL R9-0317 c19, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000019.1,22347,NZ_AODJ01000019.1,Listeria weihenstephanensis
2766,"NZ_AODJ01000020.1 Listeria weihenstephanensis FSL R9-0317 c20, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000020.1,42050,NZ_AODJ01000020.1,Listeria weihenstephanensis
2767,"NZ_AODJ01000021.1 Listeria weihenstephanensis FSL R9-0317 c21, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000021.1,86544,NZ_AODJ01000021.1,Listeria weihenstephanensis
2768,"NZ_AODJ01000022.1 Listeria weihenstephanensis FSL R9-0317 c22, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000022.1,63402,NZ_AODJ01000022.1,Listeria weihenstephanensis
2769,"NZ_AODJ01000023.1 Listeria weihenstephanensis FSL R9-0317 c23, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000023.1,58781,NZ_AODJ01000023.1,Listeria weihenstephanensis
2770,"NZ_AODJ01000024.1 Listeria weihenstephanensis FSL R9-0317 c24, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000024.1,21357,NZ_AODJ01000024.1,Listeria weihenstephanensis
2771,"NZ_AODJ01000025.1 Listeria weihenstephanensis FSL R9-0317 c25, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000025.1,56590,NZ_AODJ01000025.1,Listeria weihenstephanensis
2772,"NZ_AODJ01000026.1 Listeria weihenstephanensis FSL R9-0317 c26, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000026.1,69630,NZ_AODJ01000026.1,Listeria weihenstephanensis
2773,"NZ_AODJ01000027.1 Listeria weihenstephanensis FSL R9-0317 c27, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000027.1,26364,NZ_AODJ01000027.1,Listeria weihenstephanensis
2774,"NZ_AODJ01000028.1 Listeria weihenstephanensis FSL R9-0317 c28, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000028.1,14148,NZ_AODJ01000028.1,Listeria weihenstephanensis
2775,"NZ_AODJ01000029.1 Listeria weihenstephanensis FSL R9-0317 c29, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000029.1,42193,NZ_AODJ01000029.1,Listeria weihenstephanensis
2776,"NZ_AODJ01000030.1 Listeria weihenstephanensis FSL R9-0317 c30, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000030.1,39896,NZ_AODJ01000030.1,Listeria weihenstephanensis
2777,"NZ_AODJ01000031.1 Listeria weihenstephanensis FSL R9-0317 c31, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000031.1,14777,NZ_AODJ01000031.1,Listeria weihenstephanensis
2778,"NZ_AODJ01000032.1 Listeria weihenstephanensis FSL R9-0317 c32, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000032.1,87430,NZ_AODJ01000032.1,Listeria weihenstephanensis
2779,"NZ_AODJ01000033.1 Listeria weihenstephanensis FSL R9-0317 c33, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000033.1,27641,NZ_AODJ01000033.1,Listeria weihenstephanensis
2780,"NZ_AODJ01000034.1 Listeria weihenstephanensis FSL R9-0317 c34, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000034.1,244375,NZ_AODJ01000034.1,Listeria weihenstephanensis
2781,"NZ_AODJ01000035.1 Listeria weihenstephanensis FSL R9-0317 c35, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000035.1,28488,NZ_AODJ01000035.1,Listeria weihenstephanensis
2782,"NZ_AODJ01000036.1 Listeria weihenstephanensis FSL R9-0317 c36, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000036.1,220263,NZ_AODJ01000036.1,Listeria weihenstephanensis
2783,"NZ_AODJ01000037.1 Listeria weihenstephanensis FSL R9-0317 c37, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000037.1,90959,NZ_AODJ01000037.1,Listeria weihenstephanensis
2784,"NZ_AODJ01000038.1 Listeria weihenstephanensis FSL R9-0317 c38, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000038.1,6638,NZ_AODJ01000038.1,Listeria weihenstephanensis
2785,"NZ_AODJ01000039.1 Listeria weihenstephanensis FSL R9-0317 c39, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000039.1,33694,NZ_AODJ01000039.1,Listeria weihenstephanensis
2786,"NZ_AODJ01000040.1 Listeria weihenstephanensis FSL R9-0317 c40, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000040.1,76513,NZ_AODJ01000040.1,Listeria weihenstephanensis
2787,"NZ_AODJ01000041.1 Listeria weihenstephanensis FSL R9-0317 c41, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000041.1,34467,NZ_AODJ01000041.1,Listeria weihenstephanensis
2788,"NZ_AODJ01000042.1 Listeria weihenstephanensis FSL R9-0317 c42, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000042.1,5998,NZ_AODJ01000042.1,Listeria weihenstephanensis
2789,"NZ_AODJ01000043.1 Listeria weihenstephanensis FSL R9-0317 c43, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000043.1,62857,NZ_AODJ01000043.1,Listeria weihenstephanensis
2790,"NZ_AODJ01000044.1 Listeria weihenstephanensis FSL R9-0317 c44, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000044.1,22843,NZ_AODJ01000044.1,Listeria weihenstephanensis
2791,"NZ_AODJ01000045.1 Listeria weihenstephanensis FSL R9-0317 c45, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000045.1,35670,NZ_AODJ01000045.1,Listeria weihenstephanensis
2792,"NZ_AODJ01000046.1 Listeria weihenstephanensis FSL R9-0317 c46, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000046.1,39250,NZ_AODJ01000046.1,Listeria weihenstephanensis
2793,"NZ_AODJ01000047.1 Listeria weihenstephanensis FSL R9-0317 c47, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000047.1,47158,NZ_AODJ01000047.1,Listeria weihenstephanensis
2794,"NZ_AODJ01000048.1 Listeria weihenstephanensis FSL R9-0317 c48, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000048.1,15996,NZ_AODJ01000048.1,Listeria weihenstephanensis
2795,"NZ_AODJ01000049.1 Listeria weihenstephanensis FSL R9-0317 c49, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000049.1,82627,NZ_AODJ01000049.1,Listeria weihenstephanensis
2796,"NZ_AODJ01000050.1 Listeria weihenstephanensis FSL R9-0317 c50, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000050.1,15544,NZ_AODJ01000050.1,Listeria weihenstephanensis
2797,"NZ_AODJ01000051.1 Listeria weihenstephanensis FSL R9-0317 c51, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000051.1,9735,NZ_AODJ01000051.1,Listeria weihenstephanensis
2798,"NZ_AODJ01000052.1 Listeria weihenstephanensis FSL R9-0317 c52, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000052.1,15549,NZ_AODJ01000052.1,Listeria weihenstephanensis
2799,"NZ_AODJ01000053.1 Listeria weihenstephanensis FSL R9-0317 c53, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000053.1,3823,NZ_AODJ01000053.1,Listeria weihenstephanensis
2800,"NZ_AODJ01000054.1 Listeria weihenstephanensis FSL R9-0317 c54, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000054.1,11019,NZ_AODJ01000054.1,Listeria weihenstephanensis
2801,"NZ_AODJ01000055.1 Listeria weihenstephanensis FSL R9-0317 c55, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000055.1,3616,NZ_AODJ01000055.1,Listeria weihenstephanensis
2802,"NZ_AODJ01000056.1 Listeria weihenstephanensis FSL R9-0317 c56, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000056.1,2254,NZ_AODJ01000056.1,Listeria weihenstephanensis
2803,"NZ_AODJ01000057.1 Listeria weihenstephanensis FSL R9-0317 c57, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000057.1,2036,NZ_AODJ01000057.1,Listeria weihenstephanensis
2804,"NZ_AODJ01000058.1 Listeria weihenstephanensis FSL R9-0317 c58, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000058.1,682,NZ_AODJ01000058.1,Listeria weihenstephanensis
2805,"NZ_AODJ01000059.1 Listeria weihenstephanensis FSL R9-0317 c59, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000059.1,2412,NZ_AODJ01000059.1,Listeria weihenstephanensis
2806,"NZ_AODJ01000060.1 Listeria weihenstephanensis FSL R9-0317 c60, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000060.1,1121,NZ_AODJ01000060.1,Listeria weihenstephanensis
2807,"NZ_AODJ01000061.1 Listeria weihenstephanensis FSL R9-0317 c61, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000061.1,620,NZ_AODJ01000061.1,Listeria weihenstephanensis
2808,"NZ_AODJ01000062.1 Listeria weihenstephanensis FSL R9-0317 c62, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000062.1,733,NZ_AODJ01000062.1,Listeria weihenstephanensis
2809,"NZ_AODJ01000063.1 Listeria weihenstephanensis FSL R9-0317 rep_c63, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000063.1,1191,NZ_AODJ01000063.1,Listeria weihenstephanensis
2810,"NZ_AODJ01000064.1 Listeria weihenstephanensis FSL R9-0317 rep_c64, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000064.1,5302,NZ_AODJ01000064.1,Listeria weihenstephanensis
2811,"NZ_AODJ01000065.1 Listeria weihenstephanensis FSL R9-0317 rep_c65, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000065.1,1132,NZ_AODJ01000065.1,Listeria weihenstephanensis
2812,"NZ_AODJ01000066.1 Listeria weihenstephanensis FSL R9-0317 rep_c66, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000066.1,1241,NZ_AODJ01000066.1,Listeria weihenstephanensis
2813,"NZ_AODJ01000067.1 Listeria weihenstephanensis FSL R9-0317 rep_c67, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000067.1,707,NZ_AODJ01000067.1,Listeria weihenstephanensis
2814,"NZ_AODJ01000068.1 Listeria weihenstephanensis FSL R9-0317 rep_c68, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000068.1,1028,NZ_AODJ01000068.1,Listeria weihenstephanensis
2815,"NZ_AODJ01000069.1 Listeria weihenstephanensis FSL R9-0317 rep_c69, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000069.1,746,NZ_AODJ01000069.1,Listeria weihenstephanensis
2816,"NZ_AODJ01000070.1 Listeria weihenstephanensis FSL R9-0317 rep_c70, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000070.1,468,NZ_AODJ01000070.1,Listeria weihenstephanensis
2817,"NZ_AODJ01000071.1 Listeria weihenstephanensis FSL R9-0317 rep_c71, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_000525955.1_Lweihenstaphanensis_genomic.fna,NZ_AODJ01000071.1,486,NZ_AODJ01000071.1,Listeria weihenstephanensis
2818,"NZ_LT799839.1 Clostridium chauvoei JF4335 genome assembly, chromosome: I",/data/genomes/GenSeq_fastas/train/GCF_900168365.1_JF4335_genomic.fna,NZ_LT799839.1,2887451,NZ_LT799839.1,Clostridium chauvoei
2819,"NZ_MSPT01000001.1 Streptococcus azizii strain 12-5291 1, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000001.1,233453,NZ_MSPT01000001.1,Streptococcus azizii
2820,"NZ_MSPT01000010.1 Streptococcus azizii strain 12-5291 10, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000010.1,106646,NZ_MSPT01000010.1,Streptococcus azizii
2821,"NZ_MSPT01000011.1 Streptococcus azizii strain 12-5291 11, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000011.1,98967,NZ_MSPT01000011.1,Streptococcus azizii
2822,"NZ_MSPT01000012.1 Streptococcus azizii strain 12-5291 12, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000012.1,94159,NZ_MSPT01000012.1,Streptococcus azizii
2823,"NZ_MSPT01000013.1 Streptococcus azizii strain 12-5291 13, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000013.1,76510,NZ_MSPT01000013.1,Streptococcus azizii
2824,"NZ_MSPT01000014.1 Streptococcus azizii strain 12-5291 14, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000014.1,72161,NZ_MSPT01000014.1,Streptococcus azizii
2825,"NZ_MSPT01000015.1 Streptococcus azizii strain 12-5291 15, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000015.1,71062,NZ_MSPT01000015.1,Streptococcus azizii
2826,"NZ_MSPT01000016.1 Streptococcus azizii strain 12-5291 16, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000016.1,68146,NZ_MSPT01000016.1,Streptococcus azizii
2827,"NZ_MSPT01000017.1 Streptococcus azizii strain 12-5291 17, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000017.1,61488,NZ_MSPT01000017.1,Streptococcus azizii
2828,"NZ_MSPT01000018.1 Streptococcus azizii strain 12-5291 18, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000018.1,60241,NZ_MSPT01000018.1,Streptococcus azizii
2829,"NZ_MSPT01000019.1 Streptococcus azizii strain 12-5291 19, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000019.1,55260,NZ_MSPT01000019.1,Streptococcus azizii
2830,"NZ_MSPT01000002.1 Streptococcus azizii strain 12-5291 2, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000002.1,176161,NZ_MSPT01000002.1,Streptococcus azizii
2831,"NZ_MSPT01000020.1 Streptococcus azizii strain 12-5291 20, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000020.1,55154,NZ_MSPT01000020.1,Streptococcus azizii
2832,"NZ_MSPT01000021.1 Streptococcus azizii strain 12-5291 21, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000021.1,40540,NZ_MSPT01000021.1,Streptococcus azizii
2833,"NZ_MSPT01000022.1 Streptococcus azizii strain 12-5291 22, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000022.1,38839,NZ_MSPT01000022.1,Streptococcus azizii
2834,"NZ_MSPT01000023.1 Streptococcus azizii strain 12-5291 23, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000023.1,36561,NZ_MSPT01000023.1,Streptococcus azizii
2835,"NZ_MSPT01000024.1 Streptococcus azizii strain 12-5291 24, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000024.1,28101,NZ_MSPT01000024.1,Streptococcus azizii
2836,"NZ_MSPT01000025.1 Streptococcus azizii strain 12-5291 25, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000025.1,27934,NZ_MSPT01000025.1,Streptococcus azizii
2837,"NZ_MSPT01000026.1 Streptococcus azizii strain 12-5291 26, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000026.1,26190,NZ_MSPT01000026.1,Streptococcus azizii
2838,"NZ_MSPT01000027.1 Streptococcus azizii strain 12-5291 27, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000027.1,22292,NZ_MSPT01000027.1,Streptococcus azizii
2839,"NZ_MSPT01000028.1 Streptococcus azizii strain 12-5291 28, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000028.1,16772,NZ_MSPT01000028.1,Streptococcus azizii
2840,"NZ_MSPT01000029.1 Streptococcus azizii strain 12-5291 29, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000029.1,15680,NZ_MSPT01000029.1,Streptococcus azizii
2841,"NZ_MSPT01000003.1 Streptococcus azizii strain 12-5291 3, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000003.1,130083,NZ_MSPT01000003.1,Streptococcus azizii
2842,"NZ_MSPT01000030.1 Streptococcus azizii strain 12-5291 30, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/train/GCF_001984705.1_ASM198470v1_genomic.fna,NZ_MSPT01000030.1,13912,NZ_MSPT01000030.1,Streptococcus azizii
